id,step,seqNo,recId
IS00171,"Spray a small pan with cooking spray and heat over medium heat; stir in onion. Cook and stir until the onion has softened and turned translucent, about 5 minutes.",2,R00043
IS00172,"Transfer onions to a large bowl and mix in hash browns, ham, taco-flavored cheese, and chile peppers. Layer in the bottom of the prepared pan.",3,R00043
IS00173,,4,R00043
IS00174,"Bake in the preheated oven until a knife inserted into the center comes out clean, 45 to 60 minutes; check every 5 minutes toward the end.",5,R00043
IS00175,"Remove from the oven and spread Mexican cheese on top. Return to the oven and bake until cheese is melted, about 3 minutes. Let casserole stand for 5 minutes to set before serving.",6,R00043
IS00176,Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9-inch pie pan.,1,R00044
IS00177,"Heat oil in a large skillet over medium-high heat. Add onions and cook, stirring occasionally, until soft, about 3 minutes. Stir in spinach and continue to cook until excess moisture has evaporated.",2,R00044
IS00178,"Whisk together eggs, salt, and pepper in a large bowl. Add Muenster cheese and spinach mixture and stir until well blended. Pour into the prepared pan.",3,R00044
IS00179,"Bake in the preheated oven until eggs have set, about 30 minutes.",4,R00044
IS00180,Remove from the oven and let cool for 10 minutes before serving.,5,R00044
IS00181,Preheat the oven to 375 degrees F (190 degrees C).,1,R00045
IS00182,"Heat 1 1/2 tablespoons oil in a large skillet over medium heat. Fry tortillas, one at a time, until golden and lightly crisp, about 30 seconds per side. Drain on paper towels and set aside.",2,R00045
IS00183,"Add ham to the skillet and cook until lightly browned, about 1 minute. Transfer ham with a slotted spoon to a paper towel-lined plate to drain; set aside.",3,R00045
IS00184,"Heat remaining 1 1/2 tablespoons oil in the skillet. Add onion and 1/2 teaspoon salt; cook, stirring often, until onion is translucent. Add beans and green chiles; cook, stirring and partially mashing, for 1 minute. Remove from heat.",4,R00045
IS00185,Spray a 9x13-inch baking dish liberally with cooking spray. Place tortillas in a single layer on the bottom. Sprinkle ham and cheese over the tortillas. Top evenly with the black bean mixture and pico de gallo. Form 6 shallow wells in the pico layer; crack an egg into each well.,5,R00045
IS00186,"Bake in the preheated oven until egg whites are just set and yolks are runny, about 20 minutes. Sprinkle with pepper and remaining 1/4 teaspoon salt. Top with avocado and cilantro.",6,R00045
IS00187,Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.,1,R00046
IS00188,Arrange hash brown patties on the prepared baking dish. Sprinkle Cheddar cheese and ham over patties.,2,R00046
IS00189,"Beat eggs, milk, salt, and mustard in a large bowl using a whisk; pour over ham. Cover baking dish with aluminum foil.",3,R00046
IS00190,"Bake in the preheated oven for 1 hour. Remove foil and bake until edges are golden brown and a knife inserted in the center comes out clean, about 15 minutes more.",4,R00046
IS00191,Preheat oven to 400 degrees F (200 degrees C). Line a cookie sheet with foil.,1,R00047
IS00192,"In a large bowl, whisk together mayonnaise and milk until smooth. Whisk in eggs. Layer spinach, cheese, and onion in pie shell, making several layers of each. Pour in egg mixture. Place quiche on prepared cookie sheet. Cover quiche with foil.",2,R00047
IS00193,"Bake in preheated oven for 45 minutes. Remove cover, and bake 10 to 15 minutes, or until top is golden brown and filling is set.",3,R00047
IS00194,Preheat the oven to 350 degrees F (175 degrees C). Grease an 8-inch square pan; add hash brown potatoes and arrange in an even layer.,1,R00048
IS00195,"Place sausage and onion in a large skillet over medium heat. Cook and stir until the sausage is browned and crumbled, about 10 minutes; drain.",2,R00048
IS00196,"Meanwhile, whisk eggs, milk, onion powder, garlic powder, salt, and pepper together in a large bowl until well combined; pour over the potatoes and sprinkle with 1/2 of the Cheddar cheese. Add sausage mixture on top and sprinkle with remaining Cheddar. Cover with aluminum foil.",3,R00048
IS00197,"Bake in the preheated oven for 1 hour. Remove foil; return casserole to the oven and bake until a knife inserted into the center comes out clean, about 10 minutes. Let stand for 5 minutes before serving.",4,R00048
IS00198,"Butter a 9x13 inch baking dish. Arrange the slices of bread in the bottom. In a large bowl, beat together eggs, milk, cream, vanilla and cinnamon. Pour over bread slices, cover, and refrigerate overnight.",1,R00049
IS00199,"The next morning, preheat oven to 350 degrees F (175 degrees C). In a small saucepan, combine butter, brown sugar and corn syrup; heat until bubbling. Pour over bread and egg mixture.",2,R00049
IS00200,"Bake in preheated oven, uncovered, for 40 minutes.",3,R00049
IS00201,Preheat an oven to 350 degrees F (175 degrees C). Grease the bottom of a 9x11 inch baking dish.,1,R00050
IS00202,Cook the sausage in a skillet over medium heat until crumbly and beginning to brown; drain. Stir the cream cheese into the cooked sausage.,2,R00050
IS00203,"Roll the dough from one can of crescent rolls into the bottom of the prepared baking dish without separating. Bake in the preheated oven for 5 minutes. Spread the sausage mixture over the baked crescent rolls; top the sausage mixture with the remaining can of rolls. Return to oven and bake until the top layer is golden brown, about 8 minutes.",3,R00050
IS00204,Preheat the oven to 350 degrees F (175 degrees C). Spray a 9x13-inch dish with nonstick cooking spray.,1,R00051
IS00205,"Gently mix potatoes, soup, cheese, onion, butter, salt, and pepper in a large bowl. Pour into the prepared dish.",2,R00051
IS00206,"Bake in the preheated oven until browned, about 1 hour.",3,R00051
IS00207,Spray 9x13-inch baking dish with cooking spray.,1,R00052
IS00208,"Whisk eggs, 2 cups milk, green onions, onion powder, and salt together in a large bowl until well mixed.",2,R00052
IS00209,Layer half the Canadian bacon in the prepared baking dish. Spread English muffins over meat and top with remaining Canadian bacon. Pour egg mixture over casserole. Cover baking dish with plastic wrap and refrigerate overnight.,3,R00052
IS00210,Preheat the oven to 375 degrees F (190 degrees C).,4,R00052
IS00211,Sprinkle casserole with paprika; cover with aluminum foil.,5,R00052
IS00212,"Bake in preheated oven until eggs are nearly set, about 30 minutes; remove foil. Continue baking until eggs are completely set, about 15 more minutes.",6,R00052
IS00213,"Whisk hollandaise sauce mix with 1 cup milk in a saucepan. Add margarine and bring to a boil, stirring frequently. Reduce heat to medium-low, simmer, and stir until thickened, about 1 minute. Drizzle sauce over casserole to serve.",7,R00052
IS00214,Preheat oven to 375 degrees F (190 degrees C). Lightly grease a 9x13 inch square baking dish.,1,R00053
IS00215,"Place sausage in a large, deep skillet. Cook over medium-high heat until evenly brown. Drain, crumble, and set aside.",2,R00053
IS00216,"In the prepared baking dish, stir together the shredded potatoes and butter. Line the bottom and sides of the baking dish with the mixture. In a bowl, mix the sausage, Cheddar cheese, onion, cottage cheese, and eggs. Pour over the potato mixture.",3,R00053
IS00217,"Bake 1 hour in the preheated oven, or until a toothpick inserted into center of the casserole comes out clean. Let cool for 5 minutes before serving.",4,R00053
IS00218,Preheat oven to 325 degrees F (165 degrees C). Grease an 8x11-inch baking dish.,1,R00054
IS00219,"Cook and stir breakfast sausage in a skillet over medium heat until browned and crumbly, about 10 minutes; drain excess grease. Mix green onion into sausage and spread mixture over bottom of the prepared baking dish. Spread hash brown potatoes in a layer over sausage; top with Cheddar cheese.",2,R00054
IS00220,"Whisk eggs, milk, and gravy mix together in a bowl until smooth; pour over casserole. Season with paprika.",3,R00054
IS00221,"Bake in the preheated oven until a knife inserted into the center of the casserole comes out clean, about 1 hour. Let stand 10 minutes to firm up before serving.",4,R00054
IS00222,Crumble sausage into a medium skillet. Cook over medium heat until evenly brown; drain.,1,R00055
IS00223,"In a medium bowl, mix together mustard powder, salt, eggs and milk. Add the sausage, bread cubes, and cheese, and stir to coat evenly. Pour into a greased 9x13 inch baking dish. Cover, and chill in the refrigerator for 8 hours, or overnight.",2,R00055
IS00224,Preheat oven to 350 degrees F (175 degrees C).,3,R00055
IS00225,"Cover, and bake 45 to 60 minutes. Uncover, and reduce temperature to 325 degrees F (165 degrees C). Bake for an additional 30 minutes, or until set.",4,R00055
IS00226,Preheat oven to 350 degrees F (175 degrees C). Lightly grease a large baking dish.,1,R00056
IS00227,"Bring water to a boil in a large saucepan, and stir in grits. Reduce heat, cover, and simmer about 5 minutes, until liquid has been absorbed. Mix in 1/2 the butter and 2 cups cheese until melted.",2,R00056
IS00228,"In a skillet over medium-high heat, cook the sausage until evenly browned. Drain, and mix into the grits. Beat together the eggs and milk in a bowl, and pour into the skillet. Lightly scramble, then mix into the grits.",3,R00056
IS00229,"Pour the grits mixture into the prepared baking dish. Dot with remaining butter, and top with remaining cheese. Season with salt and pepper.",4,R00056
IS00230,"Bake 30 minutes in the preheated oven, until lightly browned.",5,R00056
IS00231,"Mix cream cheese, confectioners' sugar, 2 tablespoon milk, and 1 teaspoon vanilla extract in a bowl until smooth and creamy; fold in 1 cup blueberries.",1,R00057
IS00232,Cover the bottom of a 10x14-inch baking dish with 1 layer bread cubes. Spread cream cheese mixture over bread layer; top with remaining bread cubes.,2,R00057
IS00233,"Whisk 2 cups milk, eggs, 2 teaspoons vanilla extract, cinnamon, and nutmeg together in a large bowl; pour over bread mixture. Sprinkle 1 cup blueberries over bread-egg mixture. Cover dish tightly with aluminum foil and refrigerate, 8 hours to overnight. Remove from refrigerator 30 to 60 minutes before baking.",3,R00057
IS00234,Preheat oven to 375 degrees F (190 degrees C).,4,R00057
IS00235,"Bake in the preheated oven for 45 minutes. Remove foil and continue baking until center is set, about 30 minutes.",5,R00057
IS00236,Preheat oven to 350 degrees F (175 degrees C). Lightly butter an 8x8 inch baking pan.,1,R00058
IS00237,"Line bottom of pan with bread cubes. In a large bowl, beat together eggs, milk, 2 tablespoons sugar, salt and vanilla. pour egg mixture over bread. Dot with margarine; let stand for 10 minutes.",2,R00058
IS00238,"Combine remaining 2 tablespoons sugar with 1 teaspoon cinnamon and sprinkle over the top. Bake in preheated oven about 45 to 50 minutes, until top is golden.",3,R00058
IS00239,"Preheat oven to 325 F. In large skillet, cook sausage over medium-high heat, stirring frequently until thoroughly cooked and no longer pink. In large mixing bowl, combine eggs, milk, mustard and salt; stir well.",1,R00059
